"","Genet","Ramet","Year","Month1","stage2","PrevStage","PrevYear","NextStage","NextYear","firstYear","firstStage","lastYear","lastStage"
"929","168",NA,2008,"J","SR","SR",2007,"F",2009,2003,"SR",2009,"F"
"930","168",NA,2009,"J","F","SR",2008,NA,NA,2003,"SR",2009,"F"
"931","169",NA,1999,"M","SR",NA,NA,"Dead",2000,1999,"SR",2000,"Dead"
"932","169",NA,1999,"J","SR",NA,NA,NA,NA,1999,"SR",2000,"Dead"
"933","169",NA,2000,"M","Dead","SR",1999,NA,NA,1999,"SR",2000,"Dead"
"934","170",NA,1993,"M","S",NA,NA,"Dead",1994,1993,"S",1994,"Dead"
"935","170",NA,1993,"J","SR",NA,NA,NA,NA,1993,"S",1994,"Dead"
"936","170",NA,1994,"M","Dead","S",1993,NA,NA,1993,"S",1994,"Dead"
"937","171",NA,1993,"M","S",NA,NA,"SR",1994,1993,"S",1994,"Dead"
"938","171",NA,1993,"J","SR",NA,NA,"Dead",1994,1993,"S",1994,"Dead"
"939","171",NA,1994,"M","SR","S",1993,NA,NA,1993,"S",1994,"Dead"
"940","171",NA,1994,"J","Dead","SR",1993,NA,NA,1993,"S",1994,"Dead"
"941","172",NA,1993,"M","S",NA,NA,"Dead",1994,1993,"S",1994,"Dead"
"942","172",NA,1993,"J","SR",NA,NA,NA,NA,1993,"S",1994,"Dead"
"943","172",NA,1994,"M","Dead","S",1993,NA,NA,1993,"S",1994,"Dead"
"944","173","1",1992,"M","SR",NA,NA,"SR",1993,1992,"SR",2000,"Dead"
"945","173","1",1992,"J","SR",NA,NA,"SR",1993,1992,"SR",2000,"Dead"
"946","173","1",1993,"M","SR","SR",1992,"SR",1994,1992,"SR",2000,"Dead"
"947","173","1",1993,"J","SR","SR",1992,"F",1994,1992,"SR",2000,"Dead"
"948","173","1",1994,"M","SR","SR",1993,"SR",1995,1992,"SR",2000,"Dead"
"949","173","1",1994,"J","F","SR",1993,"MR",1995,1992,"SR",2000,"Dead"
"950","173","2",1995,"M","SR","SR",1994,"SR",1996,1992,"SR",2000,"Dead"
"951","173","2",1995,"J","MR","F",1994,"PD",1996,1992,"SR",2000,"Dead"
"952","173","2",1996,"M","SR","SR",1995,"PD",1997,1992,"SR",2000,"Dead"
"953","173","2",1996,"J","PD","MR",1995,"PD",1997,1992,"SR",2000,"Dead"
"954","173","2",1997,"M","PD","SR",1996,"PD",1998,1992,"SR",2000,"Dead"
"955","173","2",1997,"J","PD","PD",1996,"SR",1998,1992,"SR",2000,"Dead"
"956","173","2",1998,"M","PD","PD",1997,"UK",1999,1992,"SR",2000,"Dead"
"957","173","3",1998,"J","SR","PD",1997,"SR",1999,1992,"SR",2000,"Dead"
"958","173","3",1999,"M","UK","PD",1998,"Dead",2000,1992,"SR",2000,"Dead"
"959","173","3",1999,"J","SR","SR",1998,NA,NA,1992,"SR",2000,"Dead"
"960","173","3",2000,"M","Dead","UK",1999,NA,NA,1992,"SR",2000,"Dead"
"961","174",NA,1992,"J","SR",NA,NA,"F",1993,1992,"SR",1994,"Dead"
"962","174",NA,1993,"M","SR",NA,NA,"Dead",1994,1992,"SR",1994,"Dead"
"963","174",NA,1993,"J","F","SR",1992,NA,NA,1992,"SR",1994,"Dead"
"964","174",NA,1994,"M","Dead","SR",1993,NA,NA,1992,"SR",1994,"Dead"
"965","175","1",1990,"M","SR",NA,NA,"SR",1991,1990,"SR",2000,"Dead"
"966","175","1",1990,"J","SR",NA,NA,"SR",1991,1990,"SR",2000,"Dead"
"967","175","1",1991,"M","SR","SR",1990,"SR",1992,1990,"SR",2000,"Dead"
"968","175","1",1991,"J","SR","SR",1990,"F",1992,1990,"SR",2000,"Dead"
"969","175","1",1992,"M","SR","SR",1991,"SR",1993,1990,"SR",2000,"Dead"
"970","175","1",1992,"J","F","SR",1991,"F",1993,1990,"SR",2000,"Dead"
"971","175","2",1993,"M","SR","SR",1992,"SR",1994,1990,"SR",2000,"Dead"
"972","175","2",1993,"J","F","F",1992,"SR",1994,1990,"SR",2000,"Dead"
"973","175","3",1994,"M","SR","SR",1993,"SR",1995,1990,"SR",2000,"Dead"
"974","175","3",1994,"J","SR","F",1993,"F",1995,1990,"SR",2000,"Dead"
"975","175","3",1995,"M","SR","SR",1994,"SR",1996,1990,"SR",2000,"Dead"
"976","175","3",1995,"J","F","SR",1994,"PD",1996,1990,"SR",2000,"Dead"
"977","175","4",1996,"M","SR","SR",1995,"PD",1997,1990,"SR",2000,"Dead"
"978","175","4",1996,"J","PD","F",1995,"PD",1997,1990,"SR",2000,"Dead"
"979","175","4",1997,"M","PD","SR",1996,"SR",1998,1990,"SR",2000,"Dead"
"980","175","4",1997,"J","PD","PD",1996,"SR",1998,1990,"SR",2000,"Dead"
"981","175","5",1998,"M","SR","PD",1997,"UK",1999,1990,"SR",2000,"Dead"
"982","175","5",1998,"J","SR","PD",1997,"SR",1999,1990,"SR",2000,"Dead"
"983","175","5",1999,"M","UK","SR",1998,"Dead",2000,1990,"SR",2000,"Dead"
"984","175","5",1999,"J","SR","SR",1998,NA,NA,1990,"SR",2000,"Dead"
"985","175","5",2000,"M","Dead","UK",1999,NA,NA,1990,"SR",2000,"Dead"
"986","184","1",1992,"M","SR",NA,NA,"SR",1993,1992,"SR",2002,"PD"
"987","184","1",1992,"J","SR",NA,NA,"SR",1993,1992,"SR",2002,"PD"
"988","184","1",1993,"M","SR","SR",1992,"SR",1994,1992,"SR",2002,"PD"
"989","184","1",1993,"J","SR","SR",1992,"F",1994,1992,"SR",2002,"PD"
"990","184","1",1994,"M","SR","SR",1993,"SR",1995,1992,"SR",2002,"PD"
"991","184","1",1994,"J","F","SR",1993,"SR",1995,1992,"SR",2002,"PD"
"992","184","2",1995,"M","SR","SR",1994,"SR",1996,1992,"SR",2002,"PD"
"993","184","2",1995,"J","SR","F",1994,"SR",1996,1992,"SR",2002,"PD"
"994","184","2",1996,"M","SR","SR",1995,"SR",1997,1992,"SR",2002,"PD"
"995","184","3",1996,"J","SR","SR",1995,"PD",1997,1992,"SR",2002,"PD"
"996","184","3",1997,"M","SR","SR",1996,"SR",1998,1992,"SR",2002,"PD"
"997","184","3",1997,"J","PD","SR",1996,"PD",1998,1992,"SR",2002,"PD"
"998","184","3",1998,"M","SR","SR",1997,"SR",1999,1992,"SR",2002,"PD"
"999","184","3",1998,"J","PD","PD",1997,"PD",1999,1992,"SR",2002,"PD"
"1000","184","4",1999,"M","SR","SR",1998,"SR",2000,1992,"SR",2002,"PD"
"1001","184","4",1999,"J","PD","PD",1998,NA,NA,1992,"SR",2002,"PD"
"1002","184","4",2000,"M","SR","SR",1999,"SR",2001,1992,"SR",2002,"PD"
"1003","184","5",2001,"M","SR","SR",2000,"PD",2002,1992,"SR",2002,"PD"
"1004","184","5",2002,"M","PD","SR",2001,NA,NA,1992,"SR",2002,"PD"
"1005","190",NA,2007,"J","SR",NA,NA,"UK",2008,2007,"SR",2009,"UK"
"1006","190",NA,2008,"J","UK","SR",2007,"UK",2009,2007,"SR",2009,"UK"
"1007","190",NA,2009,"J","UK","UK",2008,NA,NA,2007,"SR",2009,"UK"
"1008","200",NA,2001,"M","S",NA,NA,"PD",2002,2001,"S",2002,"PD"
"1009","200",NA,2002,"M","PD","S",2001,NA,NA,2001,"S",2002,"PD"
"1010","204",NA,1997,"M","SR",NA,NA,"SR",1998,1997,"SR",1999,"UK"
"1011","204",NA,1997,"J","SR",NA,NA,"SR",1998,1997,"SR",1999,"UK"
"1012","204",NA,1998,"M","SR","SR",1997,"UK",1999,1997,"SR",1999,"UK"
"1013","204",NA,1998,"J","SR","SR",1997,"UK",1999,1997,"SR",1999,"UK"
"1014","204",NA,1999,"M","UK","SR",1998,NA,NA,1997,"SR",1999,"UK"
"1015","204",NA,1999,"J","UK","SR",1998,NA,NA,1997,"SR",1999,"UK"
"1016","209",NA,1999,"M","SR",NA,NA,"SR",2000,1999,"SR",2000,"Dead"
"1017","209",NA,1999,"J","SR",NA,NA,"Dead",2000,1999,"SR",2000,"Dead"
"1018","209",NA,2000,"M","SR","SR",1999,NA,NA,1999,"SR",2000,"Dead"
"1019","209",NA,2000,"J","Dead","SR",1999,NA,NA,1999,"SR",2000,"Dead"
"1020","210","1",1997,"M","SR",NA,NA,"SR",1998,1997,"SR",2003,"SR"
"1021","210","1",1997,"J","SR",NA,NA,"F",1998,1997,"SR",2003,"SR"
"1022","210","1",1998,"M","SR","SR",1997,"SR",1999,1997,"SR",2003,"SR"
"1023","210","1",1998,"J","F","SR",1997,"SR",1999,1997,"SR",2003,"SR"
"1024","210","2",1999,"M","SR","SR",1998,"SR",2000,1997,"SR",2003,"SR"
"1025","210","2",1999,"J","SR","F",1998,"F",2000,1997,"SR",2003,"SR"
"1026","210","2",2000,"M","SR","SR",1999,"PD",2001,1997,"SR",2003,"SR"
"1027","210","2",2000,"J","F","SR",1999,NA,NA,1997,"SR",2003,"SR"
"1028","210","2",2001,"M","PD","SR",2000,"PD",2002,1997,"SR",2003,"SR"
"1029","210","2",2002,"M","PD","PD",2001,NA,NA,1997,"SR",2003,"SR"
"1030","210","2",2002,"J","UK",NA,NA,"SR",2003,1997,"SR",2003,"SR"
"1031","210","3",2003,"J","SR","UK",2002,NA,NA,1997,"SR",2003,"SR"
"1032","211",NA,1993,"J","SR",NA,NA,"Dead",1994,1993,"SR",1994,"Dead"
"1033","211",NA,1994,"M","SR",NA,NA,NA,NA,1993,"SR",1994,"Dead"
"1034","211",NA,1994,"J","Dead","SR",1993,NA,NA,1993,"SR",1994,"Dead"
"1035","212",NA,1993,"J","SR",NA,NA,"SR",1994,1993,"SR",1995,"Dead"
"1036","212",NA,1994,"M","UK",NA,NA,"Dead",1995,1993,"SR",1995,"Dead"
"1037","212",NA,1994,"J","SR","SR",1993,NA,NA,1993,"SR",1995,"Dead"
"1038","212",NA,1995,"M","Dead","UK",1994,NA,NA,1993,"SR",1995,"Dead"
"1039","218","1",1999,"J","SR",NA,NA,NA,NA,1999,"SR",2003,"F"
"1040","218","1",2000,"M","SR",NA,NA,"PD",2001,1999,"SR",2003,"F"
"1041","218","1",2001,"M","PD","SR",2000,"PD",2002,1999,"SR",2003,"F"
"1042","218","2",2002,"M","PD","PD",2001,NA,NA,1999,"SR",2003,"F"
"1043","218","2",2002,"J","MR",NA,NA,"SR",2003,1999,"SR",2003,"F"
"1044","218","2",2003,"J","SR","MR",2002,NA,NA,1999,"SR",2003,"F"
"1045","218","2",2003,"J","F","MR",2002,NA,NA,1999,"SR",2003,"F"
"1046","219","1",1999,"M","SR",NA,NA,"SR",2000,1999,"SR",2003,"SR"
"1047","219","1",1999,"J","SR",NA,NA,NA,NA,1999,"SR",2003,"SR"
"1048","219","1",2000,"M","SR","SR",1999,"PD",2001,1999,"SR",2003,"SR"
"1049","219","1",2001,"M","PD","SR",2000,"PD",2002,1999,"SR",2003,"SR"
"1050","219","1",2002,"M","PD","PD",2001,NA,NA,1999,"SR",2003,"SR"
"1051","219","2",2002,"J","SR",NA,NA,"SR",2003,1999,"SR",2003,"SR"
"1052","219","3",2003,"J","SR","SR",2002,NA,NA,1999,"SR",2003,"SR"
"1053","220","1",1999,"M","MR",NA,NA,"MR",2000,1999,"MR",2008,"UK"
"1054","220","1",1999,"J","MR",NA,NA,NA,NA,1999,"MR",2008,"UK"
"1055","220","1",2000,"M","MR","MR",1999,"SR",2001,1999,"MR",2008,"UK"
"1056","220","2",2001,"M","SR","MR",2000,"PD",2002,1999,"MR",2008,"UK"
"1057","220","2",2002,"M","PD","SR",2001,NA,NA,1999,"MR",2008,"UK"
"1058","220","2",2002,"J","SR",NA,NA,"SR",2003,1999,"MR",2008,"UK"
"1059","220","2",2003,"J","SR","SR",2002,NA,NA,1999,"MR",2008,"UK"
"1060","220","2",2005,"J","PD",NA,NA,"SR",2006,1999,"MR",2008,"UK"
"1061","220","3",2006,"J","SR","PD",2005,"SR",2007,1999,"MR",2008,"UK"
"1062","220","3",2007,"J","SR","SR",2006,"UK",2008,1999,"MR",2008,"UK"
"1063","220","3",2008,"J","UK","SR",2007,NA,NA,1999,"MR",2008,"UK"
"1064","223","1",2002,"M","PD",NA,NA,NA,NA,2002,"PD",2009,"F"
"1065","223","1",2002,"J","SR",NA,NA,"SR",2003,2002,"PD",2009,"F"
"1066","223","1",2003,"J","SR","SR",2002,NA,NA,2002,"PD",2009,"F"
"1067","223","1",2005,"J","F",NA,NA,"SR",2006,2002,"PD",2009,"F"
"1068","223","2",2006,"J","SR","F",2005,"SR",2007,2002,"PD",2009,"F"
"1069","223","2",2007,"J","SR","SR",2006,"SR",2008,2002,"PD",2009,"F"
"1070","223","2",2008,"J","SR","SR",2007,"F",2009,2002,"PD",2009,"F"
"1071","223","2",2009,"J","F","SR",2008,NA,NA,2002,"PD",2009,"F"
"1072","239",NA,1997,"M","SR",NA,NA,"SR",1998,1997,"SR",2000,"Dead"
"1073","239",NA,1997,"J","UK",NA,NA,"SR",1998,1997,"SR",2000,"Dead"
"1074","239",NA,1998,"M","SR","SR",1997,"SR",1999,1997,"SR",2000,"Dead"
"1075","239",NA,1998,"J","SR","UK",1997,"SR",1999,1997,"SR",2000,"Dead"
"1076","239",NA,1999,"M","SR","SR",1998,"Dead",2000,1997,"SR",2000,"Dead"
"1077","239",NA,1999,"J","SR","SR",1998,NA,NA,1997,"SR",2000,"Dead"
"1078","239",NA,2000,"M","Dead","SR",1999,NA,NA,1997,"SR",2000,"Dead"
"1079","240",NA,2006,"J","SR",NA,NA,"MR",2007,2006,"SR",2009,"SR"
"1080","240",NA,2007,"J","MR","SR",2006,"SR",2008,2006,"SR",2009,"SR"
"1081","240",NA,2008,"J","SR","MR",2007,"SR",2009,2006,"SR",2009,"SR"
"1082","240",NA,2009,"J","SR","SR",2008,NA,NA,2006,"SR",2009,"SR"
"1083","242","1",1996,"M","SR",NA,NA,"SR",1997,1996,"SR",2000,"Dead"
"1084","242","1",1996,"J","UK",NA,NA,"SR",1997,1996,"SR",2000,"Dead"
"1085","242","2",1997,"M","SR","SR",1996,"MR",1998,1996,"SR",2000,"Dead"
"1086","242","2",1997,"J","SR","UK",1996,"MR",1998,1996,"SR",2000,"Dead"
"1087","242","2",1998,"M","MR","SR",1997,"SR",1999,1996,"SR",2000,"Dead"
"1088","242","2",1998,"J","MR","SR",1997,"SR",1999,1996,"SR",2000,"Dead"
"1089","242","2",1999,"M","SR","MR",1998,"Dead",2000,1996,"SR",2000,"Dead"
"1090","242","2",1999,"J","SR","MR",1998,NA,NA,1996,"SR",2000,"Dead"
"1091","242","2",2000,"M","Dead","SR",1999,NA,NA,1996,"SR",2000,"Dead"
"1092","245",NA,1996,"M","SR",NA,NA,"SR",1997,1996,"SR",1999,"Dead"
"1093","245",NA,1996,"J","SR",NA,NA,"PD",1997,1996,"SR",1999,"Dead"
"1094","245",NA,1997,"M","SR","SR",1996,"UK",1998,1996,"SR",1999,"Dead"
"1095","245",NA,1997,"J","PD","SR",1996,"SR",1998,1996,"SR",1999,"Dead"
"1096","245",NA,1998,"M","UK","SR",1997,"Dead",1999,1996,"SR",1999,"Dead"
"1097","245",NA,1998,"J","SR","PD",1997,NA,NA,1996,"SR",1999,"Dead"
"1098","245",NA,1999,"M","Dead","UK",1998,NA,NA,1996,"SR",1999,"Dead"
"1099","246",NA,2005,"J","SR",NA,NA,"Dead",2006,2005,"SR",2006,"Dead"
"1100","246",NA,2006,"J","Dead","SR",2005,NA,NA,2005,"SR",2006,"Dead"
"1101","247",NA,2003,"J","SR",NA,NA,NA,NA,2003,"SR",2003,"SR"
"1102","248",NA,1996,"M","SR",NA,NA,"SR",1997,1996,"SR",2001,"Dead"
"1103","248",NA,1996,"J","SR",NA,NA,"SR",1997,1996,"SR",2001,"Dead"
"1104","248",NA,1997,"M","SR","SR",1996,"SR",1998,1996,"SR",2001,"Dead"
"1105","248",NA,1997,"J","SR","SR",1996,"SR",1998,1996,"SR",2001,"Dead"
"1106","248",NA,1998,"M","SR","SR",1997,"SR",1999,1996,"SR",2001,"Dead"
"1107","248",NA,1998,"J","SR","SR",1997,"SR",1999,1996,"SR",2001,"Dead"
"1108","248",NA,1999,"M","SR","SR",1998,"SR",2000,1996,"SR",2001,"Dead"
"1109","248",NA,1999,"J","SR","SR",1998,NA,NA,1996,"SR",2001,"Dead"
"1110","248",NA,2000,"M","SR","SR",1999,"Dead",2001,1996,"SR",2001,"Dead"
"1111","248",NA,2001,"M","Dead","SR",2000,NA,NA,1996,"SR",2001,"Dead"
"1112","249",NA,1996,"M","SR",NA,NA,"SR",1997,1996,"SR",2001,"Dead"
"1113","249",NA,1996,"J","SR",NA,NA,"SR",1997,1996,"SR",2001,"Dead"
"1114","249",NA,1997,"M","SR","SR",1996,"SR",1998,1996,"SR",2001,"Dead"
"1115","249",NA,1997,"J","SR","SR",1996,"SR",1998,1996,"SR",2001,"Dead"
"1116","249",NA,1998,"M","SR","SR",1997,"SR",1999,1996,"SR",2001,"Dead"
"1117","249",NA,1998,"J","SR","SR",1997,"SR",1999,1996,"SR",2001,"Dead"
"1118","249",NA,1999,"M","SR","SR",1998,"SR",2000,1996,"SR",2001,"Dead"
"1119","249",NA,1999,"J","SR","SR",1998,NA,NA,1996,"SR",2001,"Dead"
"1120","249",NA,2000,"M","SR","SR",1999,"Dead",2001,1996,"SR",2001,"Dead"
"1121","249",NA,2001,"M","Dead","SR",2000,NA,NA,1996,"SR",2001,"Dead"
"1122","250",NA,1996,"M","SR",NA,NA,"PD",1997,1996,"SR",1999,"UK"
"1123","250",NA,1996,"J","SR",NA,NA,"PD",1997,1996,"SR",1999,"UK"
"1124","250",NA,1997,"M","PD","SR",1996,"SR",1998,1996,"SR",1999,"UK"
"1125","250",NA,1997,"J","PD","SR",1996,"SR",1998,1996,"SR",1999,"UK"
"1126","250",NA,1998,"M","SR","PD",1997,"UK",1999,1996,"SR",1999,"UK"
"1127","250",NA,1998,"J","SR","PD",1997,"UK",1999,1996,"SR",1999,"UK"
"1128","250",NA,1999,"M","UK","SR",1998,NA,NA,1996,"SR",1999,"UK"
"1129","250",NA,1999,"J","UK","SR",1998,NA,NA,1996,"SR",1999,"UK"
"1130","251","1",1996,"M","SR",NA,NA,"SR",1997,1996,"SR",2001,"Dead"
"1131","251","1",1996,"J","SR",NA,NA,"SR",1997,1996,"SR",2001,"Dead"
"1132","251","1",1997,"M","SR","SR",1996,"PD",1998,1996,"SR",2001,"Dead"
"1133","251","1",1997,"J","SR","SR",1996,"SR",1998,1996,"SR",2001,"Dead"
"1134","251","1",1998,"M","PD","SR",1997,"SR",1999,1996,"SR",2001,"Dead"
"1135","251","1",1998,"J","SR","SR",1997,"SR",1999,1996,"SR",2001,"Dead"
"1136","251","2",1999,"M","SR","PD",1998,"SR",2000,1996,"SR",2001,"Dead"
"1137","251","3",1999,"J","SR","SR",1998,NA,NA,1996,"SR",2001,"Dead"
"1138","251","3",2000,"M","SR","SR",1999,"Dead",2001,1996,"SR",2001,"Dead"
"1139","251","3",2001,"M","Dead","SR",2000,NA,NA,1996,"SR",2001,"Dead"
"1140","252","1",1996,"M","SR",NA,NA,"SR",1997,1996,"SR",2001,"Dead"
"1141","252","1",1996,"J","UK",NA,NA,"SR",1997,1996,"SR",2001,"Dead"
"1142","252","2",1997,"M","SR","SR",1996,"SR",1998,1996,"SR",2001,"Dead"
"1143","252","2",1997,"J","SR","UK",1996,"SR",1998,1996,"SR",2001,"Dead"
"1144","252","2",1998,"M","SR","SR",1997,"PD",1999,1996,"SR",2001,"Dead"
"1145","252","2",1998,"J","SR","SR",1997,"SR",1999,1996,"SR",2001,"Dead"
"1146","252","2",1999,"M","PD","SR",1998,"SR",2000,1996,"SR",2001,"Dead"
"1147","252","2",1999,"J","SR","SR",1998,NA,NA,1996,"SR",2001,"Dead"
"1148","252","2",2000,"M","SR","PD",1999,"Dead",2001,1996,"SR",2001,"Dead"
"1149","252","2",2001,"M","Dead","SR",2000,NA,NA,1996,"SR",2001,"Dead"
"1150","253","1",1996,"M","SR",NA,NA,"PD",1997,1996,"SR",2001,"Dead"
"1151","253","1",1996,"J","UK",NA,NA,"SR",1997,1996,"SR",2001,"Dead"
"1152","253","1",1997,"M","PD","SR",1996,"PD",1998,1996,"SR",2001,"Dead"
"1153","253","2",1997,"J","SR","UK",1996,"PD",1998,1996,"SR",2001,"Dead"
"1154","253","2",1998,"M","PD","PD",1997,"PD",1999,1996,"SR",2001,"Dead"
"1155","253","2",1998,"J","PD","SR",1997,"SR",1999,1996,"SR",2001,"Dead"
"1156","253","2",1999,"M","PD","PD",1998,"SR",2000,1996,"SR",2001,"Dead"
"1157","253","3",1999,"J","SR","PD",1998,NA,NA,1996,"SR",2001,"Dead"
"1158","253","3",2000,"M","SR","PD",1999,"Dead",2001,1996,"SR",2001,"Dead"
"1159","253","3",2001,"M","Dead","SR",2000,NA,NA,1996,"SR",2001,"Dead"
"1160","254",NA,2007,"J","MR",NA,NA,"MR",2008,2007,"MR",2009,"MR"
"1161","254",NA,2008,"J","MR","MR",2007,"MR",2009,2007,"MR",2009,"MR"
"1162","254",NA,2009,"J","MR","MR",2008,NA,NA,2007,"MR",2009,"MR"
"1163","255",NA,2005,"J","SR",NA,NA,"SR",2006,2005,"SR",2009,"SR"
"1164","255",NA,2006,"J","SR","SR",2005,"SR",2007,2005,"SR",2009,"SR"
"1165","255",NA,2007,"J","SR","SR",2006,"SR",2008,2005,"SR",2009,"SR"
"1166","255",NA,2008,"J","SR","SR",2007,"SR",2009,2005,"SR",2009,"SR"
"1167","255",NA,2009,"J","SR","SR",2008,NA,NA,2005,"SR",2009,"SR"
"1168","256",NA,2008,"J","SR",NA,NA,"SR",2009,2008,"SR",2009,"SR"
"1169","256",NA,2009,"J","SR","SR",2008,NA,NA,2008,"SR",2009,"SR"
"1170","257",NA,2005,"J","SR",NA,NA,"SR",2006,2005,"SR",2009,"MR"
"1171","257",NA,2006,"J","SR","SR",2005,"SR",2007,2005,"SR",2009,"MR"
"1172","257",NA,2007,"J","SR","SR",2006,"MR",2008,2005,"SR",2009,"MR"
"1173","257",NA,2008,"J","MR","SR",2007,"MR",2009,2005,"SR",2009,"MR"
"1174","257",NA,2009,"J","MR","MR",2008,NA,NA,2005,"SR",2009,"MR"
"1175","258",NA,2005,"J","SR",NA,NA,"SR",2006,2005,"SR",2009,"SR"
"1176","258",NA,2006,"J","SR","SR",2005,"SR",2007,2005,"SR",2009,"SR"
"1177","258",NA,2007,"J","SR","SR",2006,"SR",2008,2005,"SR",2009,"SR"
"1178","258",NA,2008,"J","SR","SR",2007,"SR",2009,2005,"SR",2009,"SR"
"1179","258",NA,2009,"J","SR","SR",2008,NA,NA,2005,"SR",2009,"SR"
"1180","259","1",1996,"M","SR",NA,NA,"PD",1997,1996,"SR",2003,"SR"
"1181","259","1",1996,"J","UK",NA,NA,"SR",1997,1996,"SR",2003,"SR"
"1182","259","1",1997,"M","PD","SR",1996,"SR",1998,1996,"SR",2003,"SR"
"1183","259","2",1997,"J","SR","UK",1996,"SR",1998,1996,"SR",2003,"SR"
"1184","259","2",1998,"M","SR","PD",1997,"SR",1999,1996,"SR",2003,"SR"
"1185","259","2",1998,"J","SR","SR",1997,"SR",1999,1996,"SR",2003,"SR"
"1186","259","2",1999,"M","SR","SR",1998,"SR",2000,1996,"SR",2003,"SR"
"1187","259","2",1999,"J","SR","SR",1998,NA,NA,1996,"SR",2003,"SR"
"1188","259","2",2000,"M","SR","SR",1999,"SR",2001,1996,"SR",2003,"SR"
"1189","259","2",2001,"M","SR","SR",2000,"PD",2002,1996,"SR",2003,"SR"
"1190","259","2",2002,"M","PD","SR",2001,NA,NA,1996,"SR",2003,"SR"
"1191","259","2",2002,"J","SR",NA,NA,"SR",2003,1996,"SR",2003,"SR"
"1192","259","2",2003,"J","SR","SR",2002,NA,NA,1996,"SR",2003,"SR"
"1193","260","1",1996,"M","SR",NA,NA,"SR",1997,1996,"SR",2003,"SR"
"1194","260","1",1996,"J","UK",NA,NA,"SR",1997,1996,"SR",2003,"SR"
"1195","260","2",1997,"M","SR","SR",1996,"SR",1998,1996,"SR",2003,"SR"
"1196","260","2",1997,"J","SR","UK",1996,"PD",1998,1996,"SR",2003,"SR"
"1197","260","2",1998,"M","SR","SR",1997,"SR",1999,1996,"SR",2003,"SR"
"1198","260","2",1998,"J","PD","SR",1997,"SR",1999,1996,"SR",2003,"SR"
"1199","260","3",1999,"M","SR","SR",1998,"SR",2000,1996,"SR",2003,"SR"
"1200","260","3",1999,"J","SR","PD",1998,NA,NA,1996,"SR",2003,"SR"
"1201","260","3",2000,"M","SR","SR",1999,"SR",2001,1996,"SR",2003,"SR"
"1202","260","4",2001,"M","SR","SR",2000,"PD",2002,1996,"SR",2003,"SR"
"1203","260","4",2002,"M","PD","SR",2001,NA,NA,1996,"SR",2003,"SR"
"1204","260","4",2002,"J","SR",NA,NA,"SR",2003,1996,"SR",2003,"SR"
"1205","260","4",2003,"J","SR","SR",2002,NA,NA,1996,"SR",2003,"SR"
"1206","261",NA,2002,"M","PD",NA,NA,NA,NA,2002,"PD",2003,"PD"
"1207","261",NA,2003,"J","PD",NA,NA,NA,NA,2002,"PD",2003,"PD"
"1208","262","1",1997,"M","SR",NA,NA,"SR",1998,1997,"SR",1999,"Dead"
"1209","262","1",1997,"J","SR",NA,NA,"F",1998,1997,"SR",1999,"Dead"
"1210","262","1",1998,"M","SR","SR",1997,"SR",1999,1997,"SR",1999,"Dead"
"1211","262","1",1998,"J","F","SR",1997,"Dead",1999,1997,"SR",1999,"Dead"
"1212","262","2",1999,"M","SR","SR",1998,NA,NA,1997,"SR",1999,"Dead"
"1213","262","2",1999,"J","Dead","F",1998,NA,NA,1997,"SR",1999,"Dead"
"1214","265","1",2002,"M","PD",NA,NA,NA,NA,2002,"PD",2009,"SR"
"1215","265","1",2002,"J","SR",NA,NA,"SR",2003,2002,"PD",2009,"SR"
"1216","265","1",2003,"J","SR","SR",2002,NA,NA,2002,"PD",2009,"SR"
"1217","265","2",2005,"J","SR",NA,NA,"SR",2006,2002,"PD",2009,"SR"
"1218","265","2",2006,"J","SR","SR",2005,"SR",2007,2002,"PD",2009,"SR"
"1219","265","2",2007,"J","SR","SR",2006,"SR",2008,2002,"PD",2009,"SR"
"1220","265","2",2008,"J","SR","SR",2007,"SR",2009,2002,"PD",2009,"SR"
"1221","265","2",2009,"J","SR","SR",2008,NA,NA,2002,"PD",2009,"SR"
"1222","270",NA,1997,"M","SR",NA,NA,"SR",1998,1997,"SR",2000,"Dead"
"1223","270",NA,1997,"J","SR",NA,NA,"SR",1998,1997,"SR",2000,"Dead"
"1224","270",NA,1998,"M","SR","SR",1997,"SR",1999,1997,"SR",2000,"Dead"
"1225","270",NA,1998,"J","SR","SR",1997,"SR",1999,1997,"SR",2000,"Dead"
"1226","270",NA,1999,"M","SR","SR",1998,"SR",2000,1997,"SR",2000,"Dead"
"1227","270",NA,1999,"J","SR","SR",1998,"Dead",2000,1997,"SR",2000,"Dead"
"1228","270",NA,2000,"M","SR","SR",1999,NA,NA,1997,"SR",2000,"Dead"
"1229","270",NA,2000,"J","Dead","SR",1999,NA,NA,1997,"SR",2000,"Dead"
"1230","274",NA,2001,"M","S",NA,NA,"PD",2002,2001,"S",2002,"PD"
"1231","274",NA,2002,"M","PD","S",2001,NA,NA,2001,"S",2002,"PD"
"1232","276",NA,2005,"J","SR",NA,NA,"SR",2006,2005,"SR",2009,"SR"
"1233","276",NA,2006,"J","SR","SR",2005,"SR",2007,2005,"SR",2009,"SR"
"1234","276",NA,2007,"J","SR","SR",2006,"SR",2008,2005,"SR",2009,"SR"
"1235","276",NA,2008,"J","SR","SR",2007,"SR",2009,2005,"SR",2009,"SR"
